ggap,Ibg_init,Ikir_coef,cm,dx,K_o,Output
19.509349034289674,0.5278952005015249,0.9827581654556361,10.049538811879582,0.05763480205990258,1.5283650020902435,-30.033528277489257
7.340570689570563,0.47544777357995516,0.8076637069716913,8.64884256202486,0.03622887528669505,5.4364305766429695,-71.57967334980127
20.355476869690595,1.4557259886676153,0.8467257482478615,10.060005899694824,0.08561846592192711,4.200868227207744,-30.492347142061224
33.81519830912689,0.31101468370355023,1.0042056432892321,8.507790446409889,0.07207199407224572,4.942018135450768,-78.81857036110857
27.499480590462003,0.43793853206268063,1.1000878907261629,9.186889089534006,0.017446595530539614,3.928721825520648,
13.774886299975947,1.372245334457679,0.8077645157651774,9.942522289343266,0.07374046610700025,4.1596676371271055,-30.479857304073207
21.938863041341033,0.2526121610804325,0.9478074973215564,8.154002715509721,0.05183112072849289,4.821807961937875,-80.25223528415462
19.630820371109937,0.5907378602388221,0.9076137292539816,9.63796265516265,0.03185323337219883,7.6620727307097445,
9.172455969719486,0.5397976270304778,1.0187716306043944,10.843486134341909,0.07003184802994061,2.7508110058539117,-30.32570543707675
25.979111100516597,0.1396241937092538,1.0074057819977893,8.260477476935055,0.025475569272912182,7.4890531872714385,
3.2519273129813198,0.3917227282260819,1.1721480507446111,9.337603758449069,0.07028577986792162,6.357909288831744,-73.63015078243792
32.190337146308714,0.6329436139854316,0.9483872362024244,8.967183573151733,0.08179652260896021,7.712988109160111,-65.47749032060355
25.893423217919278,0.8397716816997147,1.1556863894681335,8.14446826158466,0.030986116439878038,1.6764108253937933,
30.760567149026173,0.8223738893298955,0.9035949489512426,9.55366178343245,0.034253593670449035,4.261624147644028,
20.636686493099276,1.062365846380102,0.8328511703168248,8.293501028676042,0.053304195351840944,7.8998620759380875,-57.94037412749197
34.51134517775723,0.4834702995649399,0.9836283350019954,10.162844979510743,0.060875493798566375,6.897415098264289,-69.66364059097599
11.465087536771517,1.1875395081147668,1.1732887997448436,10.306542568668009,0.023018099189775373,6.385659446957458,
2.1140649091612107,0.40932573151090346,1.0684757520283603,10.784390292672231,0.045646426983089045,4.460281895763855,-34.60908055881349
14.884228541105044,0.14286637481235054,0.8450149320788631,10.464474424049278,0.08104103021750399,1.5989360443449936,-30.225002854449016
23.45015875635556,0.7288297825852813,1.0097478620831934,10.027895615653646,0.08836391732790663,1.5167597168863036,-30.02420743599135
17.61143588015544,1.284719824982652,1.1149826730084995,9.208345882602684,0.05328957304453842,6.812113544194577,-59.89205323839778
1.6522274647300577,0.41304508177938193,0.8783562502863249,10.282574569843813,0.014376106070874526,2.136859099633347,-30.13853460008231
18.39502359144036,0.755640044114359,1.09797447197704,8.978949168438954,0.01778619264626519,5.046229160184033,
23.73400731324241,0.5308057861933914,0.9268876722742886,9.296438954192359,0.024201055958827142,6.337463727177187,
14.004161725769832,0.38801862651025065,0.967787813586413,9.566844604643673,0.04780731011764334,7.084486233225451,-70.53125492028772
21.58154631406994,1.0519109903088812,0.8030162988739775,8.790335214187701,0.0844566416338034,1.190084859168068,-30.005264354456532
21.570456993954725,0.5932945107638864,0.920233002360215,10.129222546693443,0.016423016454554445,2.171600844520086,
14.273548096544664,1.1871359618478325,0.8078340283974567,9.237563041167814,0.04240525225616533,3.2193720193698145,-30.208062128677017
27.25083296676523,1.3059040680669793,1.1438480271174456,8.005159463809246,0.03547068793416683,7.870468204892702,
7.8632961938930706,1.04028217657785,0.813039090961858,9.085052541196445,0.088842299053565,3.9438708616101894,-30.527126322742244
28.476815391220484,0.46049052653796785,1.028441393084117,9.816412660227142,0.02289158562954105,7.799003903332054,
27.47055320893379,1.4570647484518624,1.0676842271917097,8.177313117526658,0.06239838646683003,4.295859339597772,-30.689910703567858
3.3416490537511727,0.740457371715785,1.0144694034929054,8.437489736529823,0.027739217372666547,3.2807664783215595,-30.46428272785431
15.675318522100898,0.9746267622047747,0.8162519704897285,9.92420156469529,0.06540693496773106,1.0469937142042052,-30.00353190669102
17.037423446558332,1.3611790769482015,0.8930860281905295,9.296715998089832,0.012301272387253946,7.3713005454033915,
17.876605522047477,0.847030044182176,0.9627847059600159,8.303183093241342,0.03953759498224952,7.736302440926081,
27.938598704775824,0.7204679813500457,1.1471894707202297,8.530824803683194,0.01642189976137596,6.030751290347537,
2.496980185290971,0.9245594627181271,0.9198752483719006,10.318252433812411,0.025088504072107227,5.459221401529913,-32.908359606805874
34.733583139043965,0.7346282108534428,1.1301911494789778,8.920556886644858,0.050586176963030485,4.776935090333944,
28.485380708687845,1.3936940132492668,0.9290727017775974,9.593680143552938,0.05564223285174355,4.806980742144588,-30.978592407647554
29.389165554588242,1.1339110660358551,0.9975030130161474,10.968443090744646,0.05983138740748695,5.204209177182605,-31.92889817502195
33.81819683421696,1.2309080882676446,1.0931651452276747,8.855217765935379,0.01692613495954653,4.824181560862714,
15.454264709454423,1.3549113502710375,1.1722747821445567,9.537208414311522,0.07436998481372033,5.647797040981983,-32.81937629935868
22.728770654058476,0.7367588224134142,0.9172659254229912,10.102835133818411,0.03313491049004146,5.811038218634805,
27.68173906807614,0.49712879921489295,0.9416693136083985,9.823557988453988,0.08136258567389396,2.684386894484833,-30.297194986934628
0.8717499259725717,1.1116996799330199,0.8236941407897278,10.68354789209865,0.03885459810976712,7.360797538530969,-56.87283558595903
27.045687808771202,0.32865534989956835,1.0178800994014385,8.151683122984402,0.089987924443438,7.705292391427472,-70.03196933970897
34.96845306844443,0.19563798065050272,1.19760349077304,8.89513056415391,0.0341941621544768,4.665921967800484,
28.914509085621713,0.6762998834140561,1.1255826015763155,9.601432772393206,0.06932949990467269,3.4979014430803197,-30.740828610010155
9.35494253462179,1.2224097754270624,0.87823271734463,10.339339577257157,0.047361025877678334,5.7207489246237655,-32.302839742146595
20.551648788579737,0.4298028884172046,1.090697706639471,10.148197578714608,0.06429124398488316,4.778539541754055,-77.51437460951077
29.364519055417116,0.6498511543969263,1.0762062258226504,8.178422365839477,0.06955646084188676,2.893653210838897,-30.34627996241072
9.07505564074059,0.7984317236040096,1.031297939868888,10.652041433763324,0.03668416396840807,1.2130698953292747,-30.00959019164682
9.590569942874524,0.7905543715404856,0.8894687176631256,8.515650751072496,0.025662761174962377,1.2193680299549894,
12.47039414120261,1.203010805759282,1.0320443691842665,9.18862863538002,0.016406510077317877,5.273079681845503,
7.488714191118672,1.0192490534436385,1.1880635631146674,10.584854203882909,0.05604121298659882,6.3045985471571235,-65.18324743839092
12.372743727888343,0.328080067050455,1.0091547167217245,9.454113819538213,0.051705857393469785,4.373509860164743,-80.62292706425806
33.77326638276884,1.4543518973064353,1.1554059015877989,9.470195745874705,0.010107068636448942,4.868143120890263,
30.137614952384624,1.2756646162836955,0.8315092688290201,10.723099656943603,0.018295738060616983,7.161755827212211,
8.073960538332804,0.6073912771352713,1.077044930467863,9.411299019633384,0.05708903956447014,2.034066942574201,-30.095338752428123
22.59526693926227,1.2475699539590412,0.9096721636556458,8.73452936735802,0.0850562989241956,6.238756430893057,-33.72800794105427
13.099914949659448,0.46612636979081234,1.1496356904413536,9.788150946023784,0.06939287478216426,2.046381108313707,-30.136396278840415
32.22635132220021,1.1972117974555632,1.1001443004763107,8.549258034062092,0.05202878655721893,6.911160832205187,
7.397999703834494,1.174210161917252,0.9011667726184942,9.570761825734042,0.05172619077386006,7.849880117176452,-57.62125090120293
14.536958674681179,0.45798119987940433,0.8557523625285196,10.31139233355333,0.018341816798072914,2.45375462513518,
24.54020779020946,1.1975409294106132,1.197192470812667,8.72636607474966,0.024732595062851102,5.570227501683483,
6.250293711432762,0.754766235476852,1.0865681861606074,8.02461823689856,0.03271004230917435,6.8295152744438585,-66.8500797956749
25.121136544536213,0.40036829524507067,1.123212779739585,8.421560172867242,0.07787880536700925,1.4337005326013372,-30.03962203348632
9.308506846142336,1.0013801932092423,0.8852226919092849,9.370526532709983,0.05582381512160267,3.65094264451742,-30.443974584733162
30.566385538070488,0.9218877192038109,0.9598477888140187,9.661364545500899,0.024577347515078153,3.126008707326217,
13.713658416062183,0.3149072716178126,0.8945795998804141,9.134512138165627,0.07194984289683319,6.999417207948577,-71.49752979868363
4.983630912864752,0.5148111415563911,0.9214590024553319,10.977450003323396,0.07034359789824837,3.9071658743795856,-31.282795809833626
8.176412274870028,0.627299765447758,0.8909084188721751,8.097629191197186,0.011146299029561834,4.2801203987393475,
18.95408939555268,1.287342462271065,1.1462928904721985,8.481002302771973,0.08879104358909287,7.132158893856592,-60.32242325501174
10.50713181277554,0.24918235579073586,0.8164654110449514,9.250064526484316,0.08577746440433653,2.5592034352591773,-30.442044414385407
29.730551168800876,1.113379821615895,1.0341551044687363,8.066296954029793,0.049211507983875635,5.832065725401296,
2.899901144477159,0.566930339558532,1.1752797646273123,10.142084457212757,0.06849939238475987,1.2511592223858745,-30.017349442629108
4.221602306822041,0.7760310933853847,1.0733618135443384,10.724082321687902,0.08772352654629315,6.734350827105336,-66.61788381437958
23.288303689620506,0.6577713718309111,1.0216491514366883,8.419694236361526,0.060523157742168744,1.5375062989071502,-30.02859758731381
3.982745290552714,0.6114035158280969,1.055012110246316,8.842412922296749,0.0814746946978263,6.36786168164331,-69.58118417049148
25.411529504246055,1.1252155874854715,1.1537866197175344,9.9128032981659,0.021785303441032466,5.60382144776634,
7.98244754230524,1.2033240347819587,0.8637474582196429,8.203843640116844,0.06887788542965109,3.769172025408315,-30.403420673677427
24.308284826486062,1.266882092891498,0.9249317238608603,9.93360211976795,0.06847433400907743,7.3616839696605885,-56.543860589502614
3.141394923370257,0.2924396236587674,1.040406139858068,8.268030740521612,0.06595478652492506,3.920070644744136,-33.37158771050161
11.718806004421543,0.31635803709277666,1.0558359334441767,8.774627097793742,0.02574980792494909,7.810679575096663,
30.437982414532666,0.6070160074601357,1.1618212504560452,8.470322212789037,0.08681958645395776,6.605153487219428,-69.91166177604381
19.942273691619583,1.0081650807537614,0.8949654891926161,8.006745655003053,0.057652517000695874,5.4539424796730085,-32.447013820275004
34.86398970373844,0.40146086578707263,0.9572797968270716,8.89140024627576,0.056751878426210545,2.4142915567078074,
28.38589526790358,0.6537552376097774,1.043047754585639,8.33352356793243,0.0755296907182162,1.0853981256053973,-30.007731053644346
27.885549249568378,0.7856393382377296,0.9660508700595829,8.28384710804207,0.08485945270734732,1.5313819322352453,-30.02227987604988
5.662913791199982,0.8757482050232408,1.1137358952124368,9.322681355591113,0.04104271688148397,5.9386996442935684,-66.91567658101098
24.540494973264092,0.17767565257451878,1.0899667512171418,9.401522329220501,0.0706891773384584,2.0553338680841464,-30.356303339794316
15.114926437208277,1.4883832688117737,0.8891121333746302,9.288747526437312,0.06459383202972459,4.96337145799963,-30.985013841319734
19.940812161683667,1.2659235202807948,0.9720570070044957,9.298957033317956,0.06228453348737354,1.6040635623745578,-30.016588747799794
31.908385013191555,0.1547853076011793,0.8665238035701242,9.816231514049674,0.0819416417657245,2.7649109738577926,-31.10424378506271
20.450412341763876,0.1201275028386359,1.0629914606902702,9.832722217460391,0.017359360076724936,1.9917601762983463,
8.802485062487946,0.20481959405438943,0.9170271460903598,8.664129897272272,0.07123015264107478,7.005324545826888,-73.50700865330231
2.531509183307659,0.4798589032018715,0.8344666115232372,8.65794611805363,0.062479242962240805,4.45599911839298,-32.27855288304118
14.16824807867238,0.5316372204676523,0.8975085615419605,8.934498256997044,0.08367988039400451,4.809025783199784,-33.29822401353103
33.341872104224294,1.041770399968642,1.0523461169182866,10.455695773264948,0.07751649939122444,7.805025550283147,-61.42805984295813
